ANDHRA PRADESH,4.877745253778697,5.377754185509876,4.99776901651412,6.469324527559107,6.188094845461411,6.01515080426436,5.559652061748753,5.355680117839918
ARUNACHAL PRADESH,4.616547528098567,4.790515210228448,5.181526431997438,5.932219647474096,5.078098619461683,4.913943425260608,5.027443539663035,5.138828837956215
ASSAM,4.148057858528104,3.8405949514414246,3.818665519972187,4.137315463720971,4.148023243951486,4.585627171099681,4.433235707364442,4.244672933105611
BIHAR,3.56936702937899,2.8518412722639654,3.014875348164766,3.1352445939303033,3.2103388447903973,2.938860399883757,3.581645034098826,4.358731301369327
CHHATTISGARH,5.754055617608046,5.083232851762592,4.968649763940246,5.419304659306973,6.204227878101391,5.8790684797947135,5.6744726542363395,5.172281230183376
GOA,4.1247462924726275,4.441623717661222,4.090323713968997,4.48761116860677,4.214428628288522,4.028850575885895,3.4534554327561424,3.9686127583210196
GUJARAT,4.792351162731979,4.9094805663425385,4.647244397270983,4.946994585592197,5.444171201646931,4.485660366515032,4.457233891300241,3.9433571399057654
HARYANA,5.797244959863558,5.438143884769342,5.14063936516677,5.368996241222595,5.756813400892993,4.441334203711333,4.821258985584436,5.153048905885726
HIMACHAL PRADESH,5.90533426760446,5.7475597120055495,5.471664811785844,6.08451269253634,6.145508743010289,5.187961107040678,5.0342753318623,4.90401665350007
JAMMU AND KASHMIR,4.368942952466106,3.723397865959794,4.323149610704336,4.607481641717583,4.974061144631442,4.3860614787643994,4.599414642289626,5.043157064842164
JHARKHAND,5.314535252508448,5.430078140739568,5.160932480256691,5.318213585436687,5.4100574440405,4.338499406126763,4.553297404119474,4.814473449931926
KARNATAKA,5.692227515820251,5.868958969391229,5.367818768386385,6.259228613828658,6.80538332235634,5.534494428459143,5.50624469473727,5.798746987904224
KERALA,6.703029458347345,6.668781916176771,6.615363745474258,6.773995829157242,6.8360744331499586,6.549402621040499,6.264786392480714,6.00560409963858
MADHYA PRADESH,4.915625642859809,5.181345026694466,4.726032167325332,5.10511599633522,5.864554962582089,5.985721683031085,4.916391522555175,4.490406615978566
MAHARASHTRA,4.342877524297259,4.977832756779319,4.703766103680049,4.828782210560675,4.93432610847675,4.304285242484871,4.422934135767939,3.7016729176272993
MANIPUR,5.296075759656429,5.5063932758050065,5.406227256619662,5.897368613857246,5.442612168950555,5.409024929771528,5.785425146758689,5.376021853266178
MEGHALAYA,5.925546637516566,5.7236707386503305,5.751941485996348,6.38820455011629,6.370446004518029,6.1040241179074926,6.090279902668564,5.48757183480733
MIZORAM,7.0195613658051945,6.047689566524751,7.08937046986974,7.622218141327512,7.5672025095079976,7.720205533737384,7.779221561304179,7.305294308352556
NAGALAND,5.860779198062793,5.670376319910744,6.079780366774315,6.596976782418338,6.031067336910557,5.29133135915694,5.596970310282752,5.366955089553759
ODISHA,4.947297115412405,4.958810059916916,5.270129714055496,5.482311855797445,5.955032699191306,5.015754442310439,6.338661147743569,5.5166281086911
PUNJAB,5.081601958773526,4.9507959391638,5.188061733452393,5.379823439785356,5.348699801670775,3.9952883469236617,4.350134431209783,4.511273414522323
RAJASTHAN,4.4175511815098,4.5821863095968105,4.437755267313176,5.126976546310949,4.947186086868327,4.708740663890977,4.939410998180049,4.71403118404971
SIKKIM,5.762724219569135,5.358520218526094,5.8202974988717155,6.3412483025201,6.0846532322688756,5.646665802221726,5.521638818237715,5.424007965203849
TAMIL NADU,6.424721406854885,6.491823046966353,6.520946691386829,6.985410527186922,6.5610109972523585,5.87601986000661,5.875514664543759,5.554822463824686
TRIPURA,8.014567634592844,7.9896370254052185,7.976665026084484,7.771248392652616,6.945611958653476,6.3038816998908835,6.60021167206676,6.4474030413915315
UTTAR PRADESH,4.867400737574939,4.9188833113730945,4.263720369839189,4.89719381602707,5.090494788348663,4.531338156310033,4.471899077642152,3.4559105768138374
UTTARAKHAND,5.44681813161387,5.247695124476839,5.278668444181852,5.8952162409292335,6.356382350034904,5.138678773022952,4.993574129856366,4.905864197427433
WEST BENGAL,5.684745240456756,5.662052824352345,5.897508742953422,6.064452677956655,6.5078911404557624,6.193457172972472,5.547611184769484,6.19242568470312
ANDAMAN AND NICOBAR,4.475043309984075,4.309947247610721,3.852408522171803,4.6074356892519726,4.036568445759507,3.6098605911351918,3.363537747944903,4.0328262345762145
LAKSHADWEEP,2.0513144549701217,2.9675855396561364,2.331606630393767,2.0785069968053884,1.69004207818592,3.6628747932843413,3.8933685752679867,3.6508034836508596
PUDUCHERRY,4.893296259089489,4.51857889322283,4.722905592065526,5.059679995214761,5.1848182837143595,4.274752851501099,4.716586533616393,4.550421482577073
